it,GG_mean,DG_mean,DG_CL_mean,CL_mean,GG_avar,DG_avar,DG_CL_avar,CL_avar,simulation,network_size
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,32.0
3.125,0.004391042984792187,0.09574844426405313,0.15731770833331873,0.000737847222221875,0.0006402677988238383,0.02083123507847564,0.06993043654793632,8.460819270203636e-05,4.5,32.0
6.25,0.036872595663929995,0.34092583631636564,0.3609452266483284,0.005233449659002189,0.0033646149691180316,0.029167744824443287,0.06649600941686912,0.0004914079605318031,4.5,32.0
9.375,0.06712267341833719,0.5020191968468657,0.5062235868250428,0.00883389090296375,0.0037851110870412465,0.018743520298363094,0.04618092336019164,0.0005376765288541039,4.5,32.0
12.5,0.1055793116132375,0.6064849770270999,0.5993757527222315,0.017641374700255,0.004313329630810993,0.00967999666557132,0.03473363985417997,0.0007765815594699911,4.5,32.0
15.625,0.1419536642040419,0.6731910852757282,0.6591916877024939,0.02134369290662719,0.004511243252051747,0.005909439776303555,0.025660566665165762,0.0006709940855416115,4.5,32.0
18.75,0.17224999061337629,0.7186350891798063,0.7055377213800843,0.024457730756503128,0.004455798332523257,0.003989848167476547,0.019841519739132958,0.0006735150814050597,4.5,32.0
21.875,0.1963300131502378,0.7526707539300218,0.7438907858087407,0.031049873916959375,0.004397947571783164,0.002790342956964438,0.01482368478339172,0.0007534899357095154,4.5,32.0
25.0,0.22120152624129313,0.7794190936973093,0.7718090438262626,0.034789924032577815,0.0040035770160573815,0.002120463120978887,0.011972270333608731,0.0007474240100957294,4.5,32.0
28.125,0.2416575260107984,0.8009309405348125,0.7943964686622907,0.037321929963058754,0.0038762697037930407,0.0017646990022882343,0.009405333440419062,0.0007198096100229627,4.5,32.0
31.25,0.26380203902584154,0.8195698839755157,0.8135760826531342,0.04138424868429219,0.003950738859841245,0.0013840316672382243,0.007901464007537657,0.0007407431696451345,4.5,32.0
34.375,0.28439832384453745,0.8333605204457875,0.8297217094912062,0.04474803404134906,0.003847626099413247,0.001213888287194829,0.006560496975265467,0.000671878423757985,4.5,32.0
37.5,0.30066709450414625,0.8456684375578154,0.8425310337833718,0.046984358270304685,0.0037621067493473505,0.0010171609946453177,0.0057235691194530815,0.000704480786939468,4.5,32.0
40.625,0.31561495178425625,0.8564166414394219,0.853622924608603,0.04915314960671281,0.003637965938568989,0.0008394648666889109,0.005083319874328711,0.0006816738039322552,4.5,32.0
