Iteration,DG_CLA_mean,DG_CLA_var,CSA_mean,CSA_var,CLA_mean,CLA_var,DSA_mean,DSA_var
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.12111607142856876,0.05398370417611387,0.0029935515873000004,0.0003407275525947269,0.0018750000000000004,0.0002958333333333334,0.0961780753968,0.02092166576119315
100,0.3507079552391875,0.07112776613656857,0.031857000579184384,0.0025012684943406197,0.039920679273416866,0.004005704055770446,0.35626299915354376,0.028627147823393883
150,0.4975474032277762,0.05218489797017014,0.07944837316591626,0.0037424429269338547,0.08379623653537686,0.004872654670610816,0.5195131358042813,0.014920978403478962
200,0.5916484051294939,0.037008287148922986,0.11793285044613065,0.0042010527919902575,0.11303404992658565,0.00473227133115822,0.6211096172567625,0.007649556937184563
250,0.6524261432756939,0.027846130623954392,0.1576785980719894,0.004442183185756714,0.15311723727658874,0.005379783542330771,0.6876688765859311,0.004976928030749613
300,0.6988348796526627,0.021266890590831176,0.18544301815603187,0.00427800813273669,0.18280339492814748,0.005879044691025961,0.7342953500917375,0.003705121619211008
350,0.7370418660528312,0.015806136028679356,0.2200812317906306,0.004176028015912549,0.20903667301429,0.0056720633407999115,0.767550864715325,0.002561895505434085
400,0.7649793497855063,0.013171231561083222,0.2550414076350513,0.0046647086159852654,0.2424955783443219,0.0062666634128839115,0.7922950728724937,0.001950794136935995
450,0.7863823131037062,0.011022438655622128,0.29870826881495005,0.005624651081477498,0.2841824128330437,0.007859401638501113,0.8148462974983751,0.0018218511601014835
500,0.8057762037243249,0.008927060420083054,0.348389719311575,0.006422780907038107,0.3265459183673437,0.00740843551298145,0.8358472521287876,0.002144957004735713
550,0.8217072573149313,0.007782837269243868,0.38583786231884376,0.007197167533081197,0.368625,0.006788166666666679,0.8654905299805625,0.0027441843407686878
600,0.8353459340281187,0.00688627390672051,0.4154999999999999,0.007776666666666673,0.39975,0.006739333333333335,0.9006037361721875,0.0031752706292118306
650,0.8498242948930249,0.005766395871520551,0.44475,0.007167666666666664,0.428125,0.006435166666666656,0.9294621203722184,0.0026874015432976845
700,0.8651266680985813,0.005165717568979993,0.4710000000000001,0.0072240000000000125,0.45225,0.00638933333333334,0.9512342717228688,0.0015821569330844673
750,0.8819842261133939,0.004914526633453715,0.4946250000000001,0.006961833333333338,0.470375,0.006731166666666653,0.9652933130699124,0.0010443599406253412
800,0.8988834567638999,0.004330703702989212,0.5137500000000002,0.006699333333333337,0.49225,0.007244666666666666,0.9742500000000002,0.0006559999999999753
850,0.915902716207075,0.003793419505843746,0.5381250000000001,0.0071854999999999844,0.5113749999999999,0.008556833333333316,0.979625,0.00040849999999997757
900,0.9307894017045124,0.003383422866572599,0.556375,0.00669083333333331,0.5255,0.009043999999999993,0.982125,0.0003178333333333328
950,0.9471689249647623,0.002644121978279846,0.569625,0.007503500000000009,0.538625,0.009135166666666644,0.984125,0.0002878333333332605
1000,0.9585123793703559,0.001858640021048797,0.5823750000000001,0.007406499999999984,0.55075,0.008721000000000005,0.98575,0.0003066666666666151
1050,0.9683134276437876,0.0015710444326735144,0.5943750000000001,0.008209166666666653,0.572375,0.008501499999999999,0.9865,0.0003016666666666623
1100,0.9719744897959186,0.00128301568790769,0.6059999999999999,0.008441000000000011,0.58375,0.007988333333333361,0.986125,0.0003388333333333312
1150,0.974125,0.0010985000000000276,0.6137500000000001,0.007889333333333321,0.5943750000000001,0.007719833333333312,0.9857499999999998,0.00039600000000000084
1200,0.97475,0.0010463333333333342,0.6292500000000001,0.007681666666666652,0.597625,0.006763833333333284,0.98575,0.000421333333333358
1250,0.973625,0.001008833333333333,0.6402500000000001,0.008475666666666663,0.60625,0.006821999999999976,0.984875,0.0005028333333333161
1300,0.973,0.0009950000000000024,0.6477499999999999,0.007900666666666709,0.60825,0.005907666666666683,0.98375,0.0005783333333333593
1350,0.973,0.0010080000000000193,0.654125,0.008242499999999998,0.6213749999999999,0.006028166666666669,0.9815,0.0006866666666667125
1400,0.973125,0.0010325000000000627,0.661875,0.00815183333333333,0.627125,0.005722499999999979,0.979875,0.0007705000000000219
1450,0.97275,0.0010680000000000572,0.6753750000000001,0.007433166666666697,0.6325,0.005972666666666667,0.9785,0.0008346666666666518
1500,0.971375,0.0011911666666667151,0.68475,0.0064410000000000404,0.6358750000000001,0.0067625000000000254,0.978375,0.0008558333333333341
1550,0.9708749999999998,0.0011531666666667324,0.689625,0.0060705000000000325,0.6419999999999999,0.006908000000000024,0.977375,0.0009075000000000224
1600,0.96925,0.001319666666666682,0.6903750000000001,0.006350166666666718,0.64775,0.006260000000000031,0.97575,0.0010150000000000855
1650,0.9690000000000001,0.0013550000000000395,0.6956249999999999,0.005981833333333348,0.6561250000000001,0.0057878333333333505,0.975375,0.000988166666666738
1700,0.968,0.0014390000000000446,0.702625,0.006488166666666716,0.66075,0.006721000000000003,0.9752500000000002,0.0009656666666667133
1750,0.968,0.0013763333333333704,0.7064999999999999,0.006252333333333368,0.658125,0.006753166666666708,0.975875,0.0009478333333333805
1800,0.9675,0.001282666666666626,0.716125,0.007107166666666651,0.66525,0.006392666666666695,0.9765,0.0009126666666666713
1850,0.96775,0.0012786666666666946,0.720875,0.006817499999999968,0.667875,0.006479499999999987,0.976125,0.0008941666666668148
1900,0.9670000000000001,0.0012546666666666086,0.722,0.0070353333333333795,0.6711249999999999,0.006026166666666714,0.975875,0.0009051666666667658
1950,0.9675,0.001264000000000015,0.7265,0.006777666666666668,0.67825,0.006867666666666696,0.97725,0.0008503333333333529
