,,DG_CLA_mean,DG_CLA_var,CSA_mean,CSA_var,CLA_mean,CLA_var,DSA_mean,DSA_var
max_avg_bet,1100,0.9799444444444436,0.0006901975308644262,0.617875,0.0052441666666666956,0.2145,0.00421366666666667,0.983,0.00047666666666666896
max_avg_bet,1150,0.9818510638297877,0.0006303008902972587,0.6327499999999999,0.005432333333333338,0.21825,0.004053000000000003,0.9838749999999999,0.0005891666666666613
max_avg_bet,1200,0.98375,0.0005049999999999718,0.6405,0.005963000000000029,0.21749999999999997,0.003767000000000004,0.984,0.0006403333333333213
max_avg_bet,1250,0.9845,0.0005206666666666848,0.6428750000000001,0.006313166666666692,0.21999999999999997,0.0039060000000000006,0.98325,0.0006786666666666481
max_avg_bet,1300,0.984375,0.0005651666666666344,0.653625,0.006995166666666672,0.22287500000000002,0.0038865000000000024,0.9824999999999999,0.0007446666666666838
max_avg_bet,1350,0.984125,0.0005588333333333395,0.656,0.007178000000000011,0.22750000000000004,0.003570666666666669,0.9810000000000001,0.0008063333333333371
max_avg_bet,1400,0.983625,0.0006181666666666649,0.66125,0.007588666666666691,0.23500000000000001,0.0037756666666666668,0.9802500000000001,0.0008213333333333021
max_avg_bet,1450,0.982625,0.0006574999999999895,0.669125,0.007410500000000026,0.240375,0.0038798333333333276,0.9801250000000001,0.0008098333333332637
max_avg_bet,1500,0.9811249999999999,0.0007608333333333779,0.6713749999999999,0.007358166666666695,0.24562499999999998,0.004206499999999996,0.9792500000000001,0.0008820000000000168
max_avg_bet,1550,0.9799999999999999,0.0007963333333333604,0.671125,0.00774216666666667,0.25012500000000004,0.004348166666666669,0.9781249999999998,0.0009605000000000528
max_avg_bet,1600,0.9801249999999999,0.0007351666666665816,0.6745,0.008100333333333296,0.24924999999999997,0.004691999999999997,0.97725,0.0010600000000000754
max_avg_bet,1650,0.9804999999999999,0.0007299999999999922,0.6784999999999999,0.008171666666666683,0.2565,0.003975333333333329,0.97625,0.0010943333333333172
max_avg_bet,1700,0.9800000000000001,0.0007610000000000147,0.6846249999999999,0.00820416666666669,0.256625,0.004534499999999995,0.975875,0.0009658333333333738
max_avg_bet,1750,0.9788749999999998,0.0008011666666666647,0.6867500000000001,0.007827333333333348,0.25962500000000005,0.003812166666666665,0.9744999999999999,0.0009503333333333805
max_avg_bet,1800,0.978,0.0008633333333334055,0.68275,0.0072950000000000445,0.257,0.003605666666666662,0.9735000000000001,0.000958666666666706
max_avg_bet,1850,0.9767499999999998,0.0009566666666666991,0.6882499999999999,0.007204666666666704,0.25375000000000003,0.003561999999999995,0.9744999999999999,0.0008830000000000619
max_avg_bet,1900,0.9754999999999999,0.001027000000000046,0.6932499999999999,0.006657666666666682,0.253,0.003695333333333329,0.9733749999999999,0.0009025000000000341
max_avg_bet,1950,0.9751249999999999,0.0011158333333333085,0.6993750000000001,0.006647166666666635,0.253,0.003922000000000002,0.9732499999999998,0.0008436666666667137
max_avg_bet,2000,0.97475,0.00109066666666673,0.7077500000000001,0.006740666666666684,0.253625,0.0037251666666666696,0.9738749999999999,0.0008168333333333424
max_avg_bet,2050,0.9741250000000001,0.0011028333333333979,0.709625,0.006626833333333362,0.24900000000000003,0.004236333333333333,0.9728749999999999,0.000792500000000042
max_avg_bet,2100,0.974,0.001110333333333351,0.708,0.006489999999999973,0.244625,0.004155166666666666,0.9729999999999999,0.0007733333333333074
max_avg_bet,2150,0.973625,0.0010314999999999823,0.7075,0.006831333333333377,0.24437499999999995,0.004202166666666672,0.9722500000000001,0.0007779999999999868
max_avg_bet,2200,0.9749999999999999,0.0008929999999999912,0.710375,0.006070833333333425,0.24574999999999997,0.004545333333333337,0.9719999999999999,0.0008190000000000096
max_avg_bet,2250,0.9754999999999999,0.0008240000000000454,0.7148749999999999,0.006019166666666726,0.25125000000000003,0.004545666666666668,0.9731250000000001,0.0007421666666666364
max_avg_bet,2300,0.97575,0.0008390000000000105,0.7178749999999999,0.005766166666666657,0.252,0.004399000000000007,0.973625,0.00077249999999997
max_avg_bet,2350,0.9758749999999999,0.0008285000000000052,0.7195,0.005021666666666704,0.251375,0.004593833333333337,0.9737499999999999,0.0007649999999999698
max_avg_bet,2400,0.9764999999999999,0.000823999999999998,0.718375,0.005396166666666655,0.25675,0.004938666666666662,0.9739999999999999,0.0007846666666667327
max_avg_bet,2450,0.976375,0.0008424999999999845,0.72075,0.005350333333333347,0.256125,0.004998499999999998,0.9745000000000001,0.0007833333333333787
max_avg_bet,2500,0.97625,0.0008559999999999707,0.7193750000000001,0.00590683333333338,0.258625,0.004620833333333337,0.9738750000000002,0.0008001666666666316
max_avg_bet,2550,0.97625,0.0008120000000000259,0.7195,0.005951333333333343,0.256,0.005103333333333333,0.975375,0.0007881666666667185
max_avg_bet,2600,0.976375,0.0007448333333333086,0.7165000000000001,0.005484666666666723,0.25575000000000003,0.00502433333333334,0.9765,0.0007289999999999469
max_avg_bet,2650,0.97625,0.0008183333333333685,0.7132499999999999,0.004863666666666688,0.25337499999999996,0.004822166666666664,0.9758749999999999,0.0007485000000000141
max_avg_bet,2700,0.975625,0.0008694999999999453,0.7095,0.0045853333333333406,0.25175000000000003,0.004837333333333327,0.9741250000000001,0.0007451666666667004
max_avg_bet,2750,0.97625,0.0007979999999999284,0.7108749999999999,0.004872166666666638,0.248375,0.0047018333333333304,0.974375,0.0006835000000000354
max_avg_bet,2800,0.976125,0.0007254999999999848,0.7142499999999999,0.005474666666666692,0.251,0.004789666666666669,0.97475,0.0007073333333332836
max_avg_bet,2850,0.976125,0.000680833333333292,0.712,0.005508000000000007,0.25625000000000003,0.0052590000000000015,0.9743749999999999,0.0007825000000000413
max_avg_bet,2900,0.9766250000000001,0.0006958333333333044,0.716125,0.005214499999999999,0.260125,0.004893833333333335,0.97425,0.0008000000000000422
max_avg_bet,2950,0.97625,0.000669666666666681,0.7212500000000001,0.005374000000000011,0.26325000000000004,0.004416999999999994,0.9748749999999999,0.0008048333333333938
max_avg_bet,3000,0.9747499999999999,0.0006430000000000053,0.7213749999999999,0.005752166666666619,0.26125000000000004,0.004545666666666664,0.975625,0.0008214999999999861
max_avg_bet,3050,0.9747499999999999,0.0006879999999999834,0.7223749999999999,0.0058378333333334,0.26037499999999997,0.005013499999999999,0.97525,0.0008326666666666208
max_avg_bet,3100,0.9734999999999999,0.0007479999999999503,0.73,0.0055396666666666814,0.267,0.004991666666666659,0.9751249999999999,0.0008518333333333435
max_avg_bet,3150,0.973625,0.0007041666666665946,0.725625,0.006115833333333345,0.27375,0.005006333333333335,0.975,0.0008706666666666862
max_avg_bet,3200,0.9728749999999999,0.0007684999999999912,0.7286250000000001,0.0066755000000000035,0.27562500000000006,0.005505833333333332,0.97475,0.0008243333333333543
max_avg_bet,3250,0.9736249999999999,0.0007391666666666907,0.729125,0.0066111666666666844,0.27425,0.005497000000000002,0.9747499999999999,0.0008353333333332932
max_avg_bet,3300,0.9734999999999998,0.0007690000000000433,0.728,0.0064043333333333825,0.27487500000000004,0.005904833333333329,0.9748750000000002,0.0007794999999999657
max_avg_bet,3350,0.9729999999999999,0.0007963333333333485,0.7303749999999999,0.006055500000000021,0.278625,0.005841833333333336,0.975125,0.0007248333333333316
max_avg_bet,3400,0.9731249999999999,0.0008101666666667029,0.732375,0.005790499999999969,0.27775000000000005,0.00595366666666666,0.9750000000000002,0.0007046666666666705
max_avg_bet,3450,0.9727500000000001,0.0008503333333333173,0.7308749999999999,0.005562499999999986,0.279875,0.005817833333333336,0.9751249999999999,0.00063483333333334
max_avg_bet,3500,0.9731249999999999,0.0008545000000000278,0.7350000000000001,0.005347999999999965,0.27925,0.005611000000000007,0.97525,0.0005996666666666784
max_avg_bet,3550,0.9729999999999999,0.0008839999999999766,0.7404999999999999,0.004621333333333316,0.27962499999999996,0.005403833333333337,0.9748750000000002,0.0005924999999999632
max_avg_bet,3600,0.9727499999999999,0.0009043333333333219,0.7404999999999999,0.004525333333333314,0.280375,0.004897500000000006,0.9741250000000001,0.0006031666666666761
max_avg_bet,3650,0.97425,0.0007976666666666786,0.7386250000000001,0.004541166666666671,0.277,0.0047603333333333395,0.973625,0.0006521666666666093
max_avg_bet,3700,0.9744999999999999,0.0007720000000000127,0.7411249999999999,0.004306166666666661,0.27662500000000007,0.004711166666666667,0.97325,0.0007469999999999645
max_avg_bet,3750,0.97425,0.0007750000000000294,0.738875,0.0046471666666666,0.27925000000000005,0.004980999999999998,0.9734999999999999,0.0007680000000000338
max_avg_bet,3800,0.9727499999999999,0.0008696666666666294,0.732,0.0043473333333333445,0.279,0.004926999999999994,0.973625,0.000834166666666718
max_avg_bet,3850,0.9723750000000001,0.0008924999999999983,0.733625,0.0045565000000000145,0.27525,0.005369333333333328,0.9738749999999998,0.0008635000000000185
max_avg_bet,3900,0.9717499999999999,0.0008796666666666534,0.738375,0.004692833333333297,0.277125,0.005460499999999993,0.9747499999999999,0.0008193333333332831
max_avg_bet,3950,0.9726250000000001,0.0008228333333333163,0.741125,0.00488883333333332,0.275875,0.004813833333333334,0.9747499999999999,0.0008303333333333285
max_avg_bet,4000,0.97325,0.0007983333333333084,0.7390000000000001,0.005267999999999974,0.27449999999999997,0.005194666666666664,0.9748749999999999,0.0007931666666666833
max_avg_bet,4050,0.9734999999999999,0.0007910000000000631,0.7397499999999999,0.00484166666666668,0.2770000000000001,0.004961999999999997,0.975125,0.0007715000000000198
max_avg_bet,4100,0.97325,0.0008439999999999987,0.74325,0.005612333333333356,0.28,0.0052793333333333355,0.976125,0.0007088333333333097
max_avg_bet,4150,0.97425,0.0007973333333333463,0.746375,0.005334833333333298,0.280875,0.005117166666666669,0.976375,0.0006591666666666522
max_avg_bet,4200,0.9751249999999999,0.0007465000000000069,0.7489999999999999,0.005465,0.28075,0.0045473333333333355,0.977,0.0006523333333333526
max_avg_bet,4250,0.9744999999999999,0.0007233333333333291,0.7541249999999999,0.006053499999999954,0.28300000000000003,0.004985999999999995,0.9768749999999999,0.0005801666666666467
max_avg_bet,4300,0.97325,0.0008136666666667125,0.7594999999999998,0.005104000000000019,0.28425,0.004930333333333344,0.977,0.0005539999999999879
max_avg_bet,4350,0.9737499999999999,0.0008253333333333874,0.7615000000000001,0.005152999999999951,0.285375,0.005324499999999998,0.9764999999999999,0.0005433333333333343
max_avg_bet,4400,0.975,0.0007183333333334237,0.7605000000000001,0.004448666666666684,0.28049999999999997,0.006046333333333336,0.9770000000000001,0.0005666666666666723
max_avg_bet,4450,0.9751249999999999,0.0007098333333333903,0.7602500000000001,0.004047999999999968,0.286125,0.005193499999999993,0.9768749999999999,0.0005664999999999883
max_avg_bet,4500,0.9754999999999999,0.0007546666666666724,0.763,0.004185999999999955,0.28825,0.005451999999999987,0.97775,0.0005580000000000377
max_avg_bet,4550,0.976375,0.0006928333333333825,0.765125,0.00423283333333328,0.2915,0.005400666666666656,0.9782500000000001,0.0005756666666666158
max_avg_bet,4600,0.97625,0.0006740000000000042,0.76775,0.003824333333333373,0.28875,0.005181666666666659,0.9778749999999998,0.0005665000000000238
max_avg_bet,4650,0.9772500000000001,0.0006893333333333492,0.763625,0.0037875000000000014,0.290125,0.006034166666666668,0.9775000000000003,0.000598666666666657
max_avg_bet,4700,0.9774999999999998,0.0006926666666666629,0.768375,0.003950833333333262,0.29150000000000004,0.005418000000000001,0.97775,0.0005979999999999681
max_avg_bet,4750,0.9765,0.0007146666666666945,0.766875,0.004632499999999975,0.29262499999999997,0.005211833333333332,0.976625,0.0006148333333332683
max_avg_bet,4800,0.976125,0.0006765000000000044,0.7717499999999999,0.004458333333333293,0.29350000000000004,0.0053929999999999855,0.9756249999999997,0.0006571666666666214
max_avg_bet,4850,0.9758749999999999,0.0007135000000000602,0.770875,0.004202499999999958,0.286375,0.005352499999999999,0.9754999999999999,0.000650666666666595
max_avg_bet,4900,0.976,0.0007030000000000314,0.768,0.004501666666666668,0.2840000000000001,0.0055229999999999915,0.974375,0.0007008333333333402
max_avg_bet,4950,0.9758749999999999,0.0006695000000000799,0.7631249999999999,0.004612833333333306,0.286625,0.005632500000000004,0.9743749999999999,0.0006728333333334054
max_avg_bet,5000,0.9763749999999998,0.0007091666666667488,0.761125,0.004941833333333309,0.28425,0.005828000000000002,0.97425,0.0006446666666666801
max_avg_bet,5050,0.97575,0.0007326666666666881,0.76025,0.004333666666666633,0.28099999999999997,0.005502666666666668,0.9744999999999999,0.0006130000000000398
max_avg_bet,5100,0.9761249999999999,0.0006941666666666772,0.75675,0.00423666666666668,0.2835,0.005504999999999989,0.9744999999999999,0.0006093333333333462
max_avg_bet,5150,0.9757499999999999,0.000668333333333327,0.7528750000000001,0.003998500000000007,0.28312499999999996,0.005550166666666671,0.974625,0.0006164999999999784
max_avg_bet,5200,0.974625,0.000714833333333343,0.74925,0.0050379999999999705,0.286125,0.005264833333333322,0.9758749999999999,0.0005825000000000221
max_avg_bet,5250,0.97475,0.0007286666666666974,0.7543749999999999,0.005017833333333333,0.28475,0.0058596666666666615,0.975,0.0006023333333333151
max_avg_bet,5300,0.9754999999999999,0.0007456666666666934,0.7535000000000001,0.005419999999999968,0.28587500000000005,0.005034499999999997,0.9738749999999999,0.0006298333333333162
max_avg_bet,5350,0.97525,0.0007516666666667149,0.7582500000000001,0.005115999999999966,0.28875000000000006,0.004633333333333326,0.9738749999999999,0.0006385000000000218
max_avg_bet,5400,0.97575,0.0007093333333333261,0.7561250000000002,0.005289500000000018,0.2835,0.004536666666666669,0.9730000000000001,0.0007039999999999818
max_avg_bet,5450,0.9758749999999999,0.0007005000000000313,0.752375,0.005272166666666666,0.284125,0.004675166666666676,0.9741249999999999,0.0006488333333332956
max_avg_bet,5500,0.9748749999999999,0.0006911666666666842,0.7513749999999999,0.005430166666666724,0.282875,0.004481499999999998,0.974,0.0006546666666666686
max_avg_bet,5550,0.97525,0.0005573333333333371,0.751125,0.005403833333333369,0.282875,0.004347166666666664,0.9746250000000002,0.000640166666666649
max_avg_bet,5600,0.9751249999999999,0.0005861666666666801,0.7494999999999999,0.00500733333333334,0.28512499999999996,0.004719166666666675,0.9745000000000001,0.0006376666666666252
max_avg_bet,5650,0.9748749999999999,0.0006148333333333748,0.74825,0.005617666666666636,0.28575,0.005008333333333325,0.975625,0.0006478333333332978
max_avg_bet,5700,0.975375,0.0005638333333333159,0.746875,0.005089833333333307,0.287625,0.005437833333333337,0.975625,0.0006004999999999802
max_avg_bet,5750,0.97575,0.0005586666666666791,0.7456250000000001,0.005508166666666661,0.28425,0.005162999999999996,0.974625,0.0006474999999999772
max_avg_bet,5800,0.97625,0.0005056666666666842,0.7435,0.0057366666666667145,0.28450000000000003,0.005905666666666665,0.9758749999999999,0.0006151666666666955
max_avg_bet,5850,0.976375,0.0004785000000000158,0.74475,0.005528333333333334,0.288875,0.005633500000000004,0.976125,0.0005578333333333063
max_avg_bet,5900,0.9763749999999998,0.0004975000000000899,0.7522500000000001,0.005645666666666643,0.28475,0.006274000000000002,0.977125,0.0005618333333333207
max_avg_bet,5950,0.976375,0.000530166666666716,0.75525,0.004987666666666618,0.28812499999999996,0.006028166666666668,0.9772500000000001,0.0005513333333333865
max_avg_bet,6000,0.9772500000000001,0.0005149999999999957,0.756875,0.004917166666666705,0.289375,0.00616183333333333,0.977375,0.0005978333333333907
max_avg_bet,6050,0.9768749999999999,0.0005071666666666392,0.75625,0.0046426666666666465,0.28887500000000005,0.005340166666666672,0.97775,0.0006026666666667188
max_avg_bet,6100,0.976625,0.0005438333333332915,0.7528750000000001,0.004629166666666625,0.292375,0.0051001666666666634,0.97725,0.0005900000000000105
max_avg_bet,6150,0.9767499999999998,0.0005373333333333482,0.7565000000000001,0.004872999999999947,0.28912499999999997,0.00473916666666666,0.976125,0.0006691666666666524
max_avg_bet,6200,0.976875,0.0005371666666666997,0.7600000000000001,0.004869666666666626,0.29100000000000004,0.004421000000000003,0.976375,0.0006738333333333083
max_avg_bet,6250,0.9767499999999998,0.0005760000000000312,0.7550000000000001,0.00451466666666659,0.29625,0.004548333333333327,0.976625,0.0006358333333333496
max_avg_bet,6300,0.9759999999999998,0.0006403333333333686,0.748875,0.005450499999999962,0.29600000000000004,0.004750333333333334,0.9754999999999999,0.0006423333333333877
max_avg_bet,6350,0.9752500000000002,0.0007009999999999887,0.747625,0.005328500000000046,0.293875,0.004502499999999993,0.975875,0.0006118333333333699
max_avg_bet,6400,0.9758749999999999,0.0006418333333333593,0.746125,0.005078833333333298,0.30074999999999996,0.0044273333333333205,0.975875,0.0006318333333332996
max_avg_bet,6450,0.975875,0.0006834999999999999,0.7503749999999999,0.005181833333333318,0.300875,0.004840166666666654,0.97625,0.0006246666666666911
max_avg_bet,6500,0.9766250000000001,0.0006988333333333684,0.75275,0.005164333333333293,0.300375,0.004489499999999992,0.976375,0.0006211666666666933
max_avg_bet,6550,0.9766250000000001,0.0007084999999999652,0.7550000000000001,0.005714666666666641,0.302375,0.004951166666666651,0.9748750000000002,0.0006864999999999929
max_avg_bet,6600,0.9761249999999999,0.0006798333333333419,0.7565000000000001,0.005116666666666656,0.29850000000000004,0.004528333333333333,0.9754999999999999,0.0006913333333333564
max_avg_bet,6650,0.97575,0.0006996666666666466,0.766625,0.005129499999999977,0.296625,0.004899500000000003,0.9748749999999999,0.0007145000000000697
max_avg_bet,6700,0.97575,0.0006843333333333727,0.7689999999999999,0.0047836666666666375,0.29500000000000004,0.005318333333333336,0.975,0.0006843333333333963
max_avg_bet,6750,0.9765,0.0006603333333333576,0.768375,0.005048499999999964,0.289125,0.005081833333333335,0.975,0.0006780000000000305
max_avg_bet,6800,0.9761249999999999,0.0006345000000000311,0.7706250000000001,0.0046068333333333196,0.28725000000000006,0.005281999999999997,0.9747499999999999,0.0007093333333333143
max_avg_bet,6850,0.9768749999999999,0.0005981666666666878,0.768375,0.00500350000000001,0.2865,0.005321333333333332,0.975,0.000705333333333312
max_avg_bet,6900,0.977,0.000618333333333349,0.769625,0.005091166666666614,0.2875,0.005300333333333332,0.976625,0.0006168333333332754
max_avg_bet,6950,0.977125,0.0006118333333333699,0.7697499999999999,0.004655999999999925,0.28375,0.00510066666666666,0.976625,0.0006071666666666194
max_avg_bet,7000,0.9775,0.0005653333333333422,0.768375,0.004509500000000024,0.28175000000000006,0.004652999999999996,0.97625,0.0006083333333333366
max_avg_bet,7050,0.977625,0.0005305000000000723,0.77125,0.003715333333333355,0.284375,0.004695166666666666,0.9771249999999998,0.0005584999999999951
max_avg_bet,7100,0.978125,0.0005175000000000196,0.7725,0.003574666666666697,0.28387500000000004,0.00537183333333333,0.978375,0.0005314999999999988
max_avg_bet,7150,0.9782500000000001,0.0005486666666666432,0.7737499999999999,0.003823333333333328,0.28675,0.005033333333333321,0.9789999999999999,0.00052799999999993
max_avg_bet,7200,0.9789999999999999,0.0004939999999999501,0.7761250000000001,0.0036314999999999737,0.29100000000000004,0.005298333333333325,0.9788749999999998,0.0005224999999999962
max_avg_bet,7250,0.9782499999999998,0.0005489999999999759,0.7743749999999999,0.003788499999999939,0.2895,0.005881333333333322,0.9797499999999999,0.0005369999999999565
max_avg_bet,7300,0.9786249999999999,0.000525166666666692,0.772375,0.003911833333333269,0.29225,0.005191333333333334,0.9797499999999999,0.0005163333333333379
max_avg_bet,7350,0.9788749999999998,0.0005431666666666738,0.779625,0.004122500000000002,0.29225,0.0053343333333333385,0.9803750000000001,0.0004884999999999688
max_avg_bet,7400,0.9786250000000001,0.000533499999999935,0.778875,0.004143833333333286,0.29300000000000004,0.005315333333333328,0.9800000000000001,0.0004653333333333383
max_avg_bet,7450,0.9792500000000001,0.00048033333333332714,0.78075,0.003799999999999943,0.29225,0.005024999999999998,0.9801249999999999,0.0005168333333334019
max_avg_bet,7500,0.97875,0.0005189999999999983,0.780125,0.003962166666666735,0.2915,0.005305333333333341,0.9801250000000001,0.000538166666666638
max_avg_bet,7550,0.978,0.0005229999999999772,0.7783750000000002,0.0042451666666666315,0.293625,0.005114166666666667,0.9796250000000001,0.0005438333333333271
max_avg_bet,7600,0.976875,0.0004924999999999476,0.7822500000000001,0.00469133333333333,0.29825,0.004959333333333335,0.9802500000000001,0.0005083333333333447
max_avg_bet,7650,0.975625,0.0005301666666665858,0.7798750000000001,0.004771499999999947,0.2976249999999999,0.004755500000000006,0.9802500000000001,0.00045799999999999845
max_avg_bet,7700,0.97525,0.0005850000000000577,0.776125,0.005015499999999993,0.29637500000000006,0.005075499999999994,0.9795,0.0004826666666666431
max_avg_bet,7750,0.9764999999999999,0.0005353333333333173,0.7731250000000001,0.005431166666666698,0.29537500000000005,0.005109166666666676,0.9788749999999998,0.0005088333333332902
max_avg_bet,7800,0.97625,0.0005626666666666461,0.7745000000000001,0.004989333333333252,0.29225,0.004969333333333327,0.978375,0.000522499999999937
max_avg_bet,7850,0.9758749999999999,0.0005634999999999361,0.7745,0.005153999999999997,0.294,0.0053153333333333256,0.97775,0.000523666666666595
max_avg_bet,7900,0.97625,0.0005850000000000221,0.770625,0.005550166666666717,0.29125000000000006,0.005060333333333328,0.977625,0.000566499999999941
max_avg_bet,7950,0.9770000000000001,0.0005536666666666435,0.77,0.005674000000000004,0.2925000000000001,0.0053300000000000005,0.977375,0.000637166666666668
max_avg_bet,8000,0.9776250000000001,0.0005831666666666754,0.767875,0.005346833333333289,0.289375,0.005630499999999993,0.9772500000000001,0.0006876666666666863
max_avg_bet,8050,0.977,0.0006110000000000208,0.77475,0.0051749999999999245,0.290625,0.0050541666666666695,0.9780000000000001,0.0006546666666666448
max_avg_bet,8100,0.97625,0.0005886666666666448,0.77125,0.004979333333333264,0.28675,0.004749666666666665,0.977,0.0006153333333333085
max_avg_bet,8150,0.977125,0.0005568333333332849,0.7701250000000001,0.005450166666666641,0.282875,0.00472950000000001,0.977625,0.0005871666666666661
max_avg_bet,8200,0.9765,0.0006026666666666476,0.775,0.004886666666666635,0.28287500000000004,0.0046498333333333305,0.9771249999999998,0.0005611666666667031
max_avg_bet,8250,0.97625,0.0005780000000000029,0.773625,0.004979166666666638,0.2835,0.004159333333333333,0.9764999999999999,0.0005783333333333474
max_avg_bet,8300,0.9755,0.0006129999999999451,0.7685000000000001,0.005195999999999981,0.29050000000000004,0.004046333333333326,0.9764999999999999,0.0005406666666666382
max_avg_bet,8350,0.9745000000000001,0.0005996666666667138,0.766625,0.005463166666666683,0.285625,0.004056166666666658,0.976125,0.0005871666666667015
max_avg_bet,8400,0.9755,0.000528333333333393,0.770375,0.005430166666666641,0.28712499999999996,0.003853499999999988,0.9763749999999998,0.0006061666666667283
max_avg_bet,8450,0.9756250000000002,0.0005538333333333748,0.773375,0.005491833333333283,0.28762499999999996,0.003985166666666673,0.9761249999999999,0.0005491666666666836
max_avg_bet,8500,0.975625,0.0005825000000000221,0.7717499999999999,0.005091666666666666,0.28937499999999994,0.004477833333333337,0.97675,0.0005596666666666887
max_avg_bet,8550,0.9754999999999999,0.000610333333333332,0.7722500000000001,0.005185666666666613,0.292875,0.004750499999999998,0.976,0.0006200000000000708
max_avg_bet,8600,0.9762500000000001,0.0005869999999999583,0.7751250000000001,0.005058833333333321,0.29862500000000003,0.005002499999999997,0.9761249999999999,0.0006241666666666864
max_avg_bet,8650,0.976375,0.0006221666666666555,0.7745,0.005250333333333259,0.300375,0.004907833333333338,0.975625,0.0006381666666666538
max_avg_bet,8700,0.976875,0.00064216666666668,0.778,0.00491999999999995,0.299875,0.005129166666666654,0.97625,0.0006583333333333504
max_avg_bet,8750,0.976,0.0006186666666666104,0.7787499999999999,0.005069333333333349,0.302875,0.004873499999999998,0.975625,0.0006368333333333471
max_avg_bet,8800,0.9763749999999998,0.000573833333333352,0.7786250000000001,0.005015500000000004,0.300875,0.004866833333333328,0.975875,0.0006698333333333176
max_avg_bet,8850,0.9763749999999998,0.0005971666666666428,0.779625,0.0046614999999999894,0.30012500000000003,0.004637499999999999,0.977,0.000571666666666637
max_avg_bet,8900,0.977125,0.0006031666666666523,0.78225,0.0039563333333333265,0.29775,0.004623666666666665,0.976375,0.0006391666666666396
max_avg_bet,8950,0.9763749999999998,0.0006448333333333048,0.7818750000000001,0.0038594999999999754,0.30000000000000004,0.00457133333333333,0.9764999999999999,0.0006219999999999359
