it,GG_mean,DG_mean,DG_CL_mean,CL_mean,GG_avar,DG_avar,DG_CL_avar,CL_avar,simulation,network_size
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,24.0
3.125,0.0029727795352800005,0.0908184523809375,0.12973214285713333,0.0,0.0003605687034456496,0.018942860069742346,0.057349718812646354,0.0,4.5,24.0
6.25,0.022006308305843332,0.33220846827457495,0.3631417078291962,0.00336233211233125,0.001882383714746636,0.025935638786707245,0.06029032432437905,0.00029180963239240556,4.5,24.0
9.375,0.06658473496361042,0.504327656133,0.5031854634336458,0.011950030522418751,0.003722128085133848,0.0164893256289586,0.044051537188374484,0.00070249676875684,4.5,24.0
12.5,0.09549648894303875,0.6109808682357792,0.5990767804535504,0.020296977762919586,0.0037120320387274237,0.009763558198830678,0.028917761065205605,0.000788647657360362,4.5,24.0
15.625,0.13262744976430085,0.6783249508667499,0.658644549459604,0.030667068556628756,0.003966742871356515,0.0060696836261743105,0.022621986592361875,0.0009927754828163034,4.5,24.0
18.75,0.1596994807479092,0.7251933169980418,0.7045973347877835,0.03875666258127792,0.003698609077651048,0.0031963683179001686,0.017384927883992603,0.0010695882079804482,4.5,24.0
21.875,0.18271685798209586,0.7573752529757749,0.7402812894075959,0.04983727062333666,0.0035196376562669296,0.0022788205831469456,0.013504851017330432,0.0011481117704779452,4.5,24.0
25.0,0.2066008818820217,0.7822764350898,0.7689770714066292,0.054749521541011245,0.0037443785043444104,0.0020203672759522948,0.011119820547203946,0.0010341995322879197,4.5,24.0
28.125,0.22580588064536333,0.8019162596736044,0.7912518665524416,0.05960590930948375,0.0038693942676847866,0.0016588481899078734,0.009401227937148014,0.0009645540939693736,4.5,24.0
31.25,0.24220276232423038,0.8196500496683916,0.8094407963016209,0.06664407668281082,0.003894785465767772,0.001355231076957915,0.0077400775297448545,0.0010393125922597342,4.5,24.0
34.375,0.26291962630070753,0.8345814662075917,0.8252294557611876,0.0739728647525821,0.004408841825991546,0.0011461245009960395,0.006470670848930162,0.0010706425488258918,4.5,24.0
37.5,0.28688325284023336,0.8472410766050166,0.8382826593625667,0.08097586882386125,0.005278965654142589,0.0009365768505834121,0.005628114252918105,0.0011809466509048205,4.5,24.0
