it,GG_mean,DG_mean,DG_CL_mean,CL_mean,GG_avar,DG_avar,DG_CL_avar,CL_avar,simulation,network_size
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,48.0
3.125,0.02655539021164583,0.08546161540220001,0.10800760582009791,0.0032696759259250004,0.005264265073100171,0.02929311823690245,0.05103359963140449,0.0007131308964840408,4.5,48.0
6.25,0.09163437835311314,0.25118139846257914,0.29033044841865213,0.017713661270646254,0.012565863693271905,0.04200966989150007,0.06285256216104587,0.0016559586430001914,4.5,48.0
9.375,0.1385851042769219,0.37576509890565424,0.42028477911117934,0.03024936933631688,0.014353029708834276,0.035059875912260806,0.05162575848087386,0.0019265404146757803,4.5,48.0
12.5,0.18003840023773687,0.4718893620622353,0.5164698699405473,0.047642934040101254,0.0139827840425462,0.023060826990578254,0.0387530913043759,0.002432309350229475,4.5,48.0
15.625,0.2211762030125461,0.5437759526678626,0.5804144759547417,0.06510034231997834,0.013732567099593182,0.01801268293746238,0.030487119870427896,0.0030109883192720394,4.5,48.0
18.75,0.25109007968805813,0.5952825260551752,0.6301614483426083,0.07957570950804167,0.012184504512896488,0.013752371607215482,0.024285853389830695,0.003431675204803809,4.5,48.0
21.875,0.27613491618982644,0.6377960593949917,0.6689337235362334,0.09477686873683333,0.010841355067179852,0.010008425513820071,0.020573793924178164,0.003369427408333801,4.5,48.0
25.0,0.2990713030494245,0.6707729973194313,0.6979529341989166,0.10761457759672584,0.010505810766558576,0.007527268684460177,0.017636121601383104,0.003589040728559625,4.5,48.0
28.125,0.32273876350785313,0.6948501824759561,0.7231437877007832,0.12074773268950685,0.009981547556398058,0.006335033731783761,0.014642600083040807,0.0038102896947415214,4.5,48.0
31.25,0.33985099651303957,0.7174620980656041,0.7441636006770957,0.13201935879197688,0.009416418480047133,0.00537405076999029,0.012516045266926587,0.003854169589001211,4.5,48.0
34.375,0.35509915473490977,0.736569022824854,0.7633569356473188,0.14309833674411584,0.008898072152941795,0.0045441126305018715,0.010830939655628844,0.004007394848224728,4.5,48.0
37.5,0.37053352413740204,0.7530711021250374,0.7797318537241397,0.1517985527680177,0.00831847232570436,0.003833515476232053,0.009572511010261995,0.003943300479454204,4.5,48.0
40.625,0.38352306148207643,0.767362139725573,0.793469539433625,0.16178417967385356,0.007984492293542114,0.0032153326651860764,0.008371699691998271,0.0039971734875625005,4.5,48.0
43.75,0.3961561628386193,0.7799396138870834,0.8057822113315813,0.17042901109347502,0.007765092541388435,0.002641738587758814,0.0073584300912614255,0.004040060941263527,4.5,48.0
46.875,0.40784896705182494,0.7908035531758605,0.8171180659319208,0.1794129239392431,0.0075592772418395125,0.0022214536463617705,0.006561514186628319,0.004150882011339423,4.5,48.0
50.0,0.4204082087953417,0.8011096387018458,0.8265421161089043,0.18766199751452978,0.007523744404894931,0.0019402356445619284,0.005891202192213191,0.004137878630149993,4.5,48.0
53.125,0.43035612809728957,0.8104024872063876,0.8352020876919604,0.19411734164746855,0.0071457422326583475,0.0017244129218761859,0.005289852972883698,0.004143274266681271,4.5,48.0
