it,GG_mean,DG_mean,DG_CL_mean,CL_mean,GG_avar,DG_avar,DG_CL_avar,CL_avar,simulation,network_size
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,24.0
3.125,0.0,0.08893608706106669,0.10766865079363334,0.0014285714285708338,0.0,0.020402662245721646,0.048675288170815456,0.00024134871339824307,4.5,24.0
6.25,0.004801872283490417,0.35215820365625,0.3444424961612137,0.0032995513258670833,0.00035718801219939404,0.023606630801470123,0.06444511153103137,0.0002646259817784432,4.5,24.0
9.375,0.017789178148560417,0.5243702827816541,0.4894966488440529,0.01628945980292708,0.0008462704886952561,0.011332717580400496,0.047918587053365096,0.0009420974141768632,4.5,24.0
12.5,0.031973595113695005,0.6256233839925375,0.5836189332383214,0.03156947628300583,0.0012270493388549734,0.006143310915325585,0.0340476459061933,0.0012512930647230007,4.5,24.0
15.625,0.04581340807132667,0.6887189009863541,0.6511743736100337,0.043422890042025,0.001416072813745008,0.004013028762546935,0.024894879969654716,0.0013777589813477578,4.5,24.0
18.75,0.05937147018639459,0.7351403289547125,0.6976875662657748,0.05808885290208375,0.0014945651742322046,0.0022253264687180467,0.01937349044394195,0.001523695789415577,4.5,24.0
21.875,0.07148896586378166,0.7678225296583501,0.7339571096191835,0.07232156700014208,0.001751218656458915,0.0017767251516750046,0.014975531321537436,0.001554151288567952,4.5,24.0
25.0,0.08076075385455125,0.7923967480244791,0.763326960131079,0.08127990813758541,0.0018435003093683823,0.0013292565263151358,0.011386408708531762,0.001557957385290839,4.5,24.0
28.125,0.08867611164521208,0.8127349306300709,0.7857423016978957,0.09217331404804334,0.0017063811207193615,0.0010776027370633947,0.009818613435691737,0.0015813431592345123,4.5,24.0
31.25,0.09975997350551626,0.8290175387352668,0.8049783256432373,0.10361481437189583,0.001698807047197219,0.0008709812685426301,0.008336619432075656,0.0016973535648519388,4.5,24.0
34.375,0.11023924083612416,0.8425762462942833,0.8208510181865709,0.11484277153392666,0.001779024917950151,0.0007197756948504331,0.007122408900335627,0.0018835231362677885,4.5,24.0
37.5,0.1245206811515717,0.8546722997818081,0.8346139192974583,0.12964530107121996,0.0022749265502178795,0.0006544191468018247,0.006052287126021936,0.00211202073687758,4.5,24.0
40.625,0.13881104673687747,0.8671211870915583,0.8469766264405999,0.14328268415448958,0.002622171430151245,0.0008428559793651121,0.005216951601264383,0.0023320176584868666,4.5,24.0
43.75,0.15566663426594377,0.8830769538084875,0.8566875016183874,0.15855421411168916,0.00317397394663207,0.0012941648821752326,0.004566712490191122,0.0025857963541221136,4.5,24.0
46.875,0.1751398336188079,0.9017785253342417,0.8658410099888624,0.17534920194165543,0.0035764904780943687,0.0016888403715434846,0.003974886017252463,0.002716327017297728,4.5,24.0
50.0,0.19127674258107707,0.9244759442463625,0.8737286225162375,0.19188888888885247,0.0035013093059085704,0.0015988186814398912,0.0035578850989508677,0.0030422544283406137,4.5,24.0
53.125,0.2047374429223896,0.9442887893382081,0.8808332768452918,0.20499999999998,0.0037198716287905145,0.001271463459996622,0.0031764857711646987,0.003278582930751241,4.5,24.0
56.25,0.21861111111112583,0.9594560656546915,0.8872308294028457,0.21855555555556916,0.0037065056360697955,0.0007517331026526211,0.002831833194778165,0.003280708534620952,4.5,24.0
59.375,0.23244444444443335,0.9697777777777998,0.89308984934595,0.23355555555558874,0.003948921095006705,0.00047181964573371265,0.0026477383398692002,0.003363993558776679,4.5,24.0
62.5,0.24294444444445498,0.975666666666679,0.898985395425275,0.24788888888885832,0.004031529790657628,0.0003632206119168086,0.0024148468945002733,0.0035122705314019377,4.5,24.0
