,,cc_mean,cc_var,wc
max_avg_bet,8550,23.1375,25.12666666666667,184.0
max_avg_bet,8600,23.16875,25.31375,184.0
max_avg_bet,8650,23.2125,25.370833333333334,184.0
max_avg_bet,8700,23.325,25.869999999999997,185.0
max_avg_bet,8750,23.3625,25.805,185.3
max_avg_bet,8800,23.41875,26.316250000000004,185.8
max_avg_bet,8850,23.475,26.835833333333333,186.7
max_avg_bet,8900,23.4625,26.514166666666664,187.2
max_avg_bet,8950,23.53125,26.344583333333333,187.7
max_avg_bet,9000,23.55625,26.170416666666664,188.3
max_avg_bet,9050,23.56875,25.73875,188.8
max_avg_bet,9100,23.6375,25.993333333333332,189.9
max_avg_bet,9150,23.625,25.300833333333333,189.5
max_avg_bet,9200,23.70625,24.81791666666667,190.6
max_avg_bet,9250,23.7125,24.785833333333333,191.0
max_avg_bet,9300,23.7875,25.33833333333333,192.4
max_avg_bet,9350,23.85,25.292500000000004,192.9
max_avg_bet,9400,23.86875,25.03458333333333,193.5
max_avg_bet,9450,23.9,25.425,193.8
max_avg_bet,9500,23.9,25.5925,194.5
max_avg_bet,9550,23.95625,26.044583333333332,195.3
max_avg_bet,9600,23.98125,26.013749999999998,195.7
max_avg_bet,9650,24.0125,25.922500000000003,196.1
max_avg_bet,9700,24.03125,26.31375,196.5
max_avg_bet,9750,24.01875,26.655416666666667,196.5
max_avg_bet,9800,24.04375,27.12625,197.4
max_avg_bet,9850,24.05625,27.012083333333333,197.8
max_avg_bet,9900,24.1,27.263333333333332,197.7
max_avg_bet,9950,24.11875,27.46458333333333,197.7
max_avg_bet,10000,24.175,27.830833333333334,198.3
max_avg_bet,10050,24.25,28.43416666666667,198.4
max_avg_bet,10100,24.35,29.148333333333333,198.5
max_avg_bet,10150,24.4125,28.964166666666664,198.4
max_avg_bet,10200,24.4875,28.830833333333334,198.5
max_avg_bet,10250,24.5375,29.02833333333333,198.5
max_avg_bet,10300,24.63125,29.598750000000003,198.6
max_avg_bet,10350,24.7,30.195000000000004,198.7
max_avg_bet,10400,24.775,30.689166666666672,198.7
max_avg_bet,10450,24.81875,30.97791666666667,198.7
max_avg_bet,10500,24.84375,31.382916666666667,198.9
max_avg_bet,10550,24.91875,31.93541666666667,200.2
max_avg_bet,10600,24.96875,32.754583333333336,200.5
max_avg_bet,10650,25.0125,32.84,200.4
max_avg_bet,10700,25.00625,32.74875,199.8
max_avg_bet,10750,24.9875,32.34666666666667,199.3
max_avg_bet,10800,25.00625,32.42208333333333,198.9
max_avg_bet,10850,24.99375,32.13791666666667,198.1
max_avg_bet,10900,24.99375,32.34458333333334,198.0
max_avg_bet,10950,25.0125,32.70833333333333,197.5
max_avg_bet,11000,25.0,33.30833333333334,197.0
max_avg_bet,11050,24.96875,32.97958333333333,196.7
max_avg_bet,11100,24.93125,32.28208333333333,196.4
max_avg_bet,11150,24.90625,32.04625,195.4
max_avg_bet,11200,24.88125,31.719583333333333,194.2
max_avg_bet,11250,24.81875,31.914583333333333,193.6
max_avg_bet,11300,24.81875,31.605416666666667,192.7
max_avg_bet,11350,24.75,31.49333333333333,191.4
max_avg_bet,11400,24.75625,31.624583333333334,190.8
max_avg_bet,11450,24.7375,31.22166666666667,189.4
max_avg_bet,11500,24.7125,31.649166666666666,188.7
max_avg_bet,11550,24.7125,31.34083333333333,188.4
max_avg_bet,11600,24.70625,31.18125,187.9
max_avg_bet,11650,24.68125,30.903750000000002,187.8
max_avg_bet,11700,24.69375,31.620416666666664,187.6
max_avg_bet,11750,24.66875,31.846249999999998,187.7
max_avg_bet,11800,24.6375,31.077499999999997,186.8
max_avg_bet,11850,24.63125,30.789583333333333,187.1
max_avg_bet,11900,24.63125,31.099583333333328,187.1
max_avg_bet,11950,24.6375,30.95,186.7
max_avg_bet,12000,24.54375,31.23541666666667,185.7
max_avg_bet,12050,24.50625,31.072083333333335,185.3
max_avg_bet,12100,24.5,31.424166666666668,184.8
max_avg_bet,12150,24.525,31.325833333333332,184.7
max_avg_bet,12200,24.5,31.255000000000003,184.2
max_avg_bet,12250,24.3875,30.307499999999997,182.8
max_avg_bet,12300,24.36875,30.082083333333333,182.2
max_avg_bet,12350,24.30625,29.80625,181.1
max_avg_bet,12400,24.30625,29.974583333333335,180.2
max_avg_bet,12450,24.3375,30.194166666666668,180.1
max_avg_bet,12500,24.35,30.1975,179.9
max_avg_bet,12550,24.3375,30.0925,179.7
max_avg_bet,12600,24.36875,30.267083333333336,179.5
max_avg_bet,12650,24.375,30.325,179.4
max_avg_bet,12700,24.35,30.086666666666673,179.2
max_avg_bet,12750,24.3625,30.752499999999998,178.6
max_avg_bet,12800,24.35,30.575,178.0
max_avg_bet,12850,24.41875,30.687916666666666,178.6
max_avg_bet,12900,24.4375,31.055833333333332,178.2
max_avg_bet,12950,24.4625,30.523333333333333,178.3
max_avg_bet,13000,24.45625,30.016249999999996,177.8
max_avg_bet,13050,24.4625,30.759166666666665,177.6
max_avg_bet,13100,24.4875,31.043333333333333,177.5
max_avg_bet,13150,24.44375,31.039583333333333,177.3
max_avg_bet,13200,24.4125,30.251666666666672,176.8
max_avg_bet,13250,24.41875,30.445416666666667,176.9
max_avg_bet,13300,24.40625,31.06125,176.5
max_avg_bet,13350,24.41875,31.272916666666664,175.9
max_avg_bet,13400,24.40625,30.924583333333327,176.2
max_avg_bet,13450,24.38125,30.96541666666667,176.1
max_avg_bet,13500,24.375,31.275,176.2
max_avg_bet,13550,24.325,31.164166666666667,175.5
max_avg_bet,13600,24.3625,31.52916666666667,175.9
max_avg_bet,13650,24.3625,31.360833333333336,175.8
max_avg_bet,13700,24.3375,30.825,176.1
max_avg_bet,13750,24.34375,31.161250000000003,176.5
max_avg_bet,13800,24.35,31.55833333333333,175.9
max_avg_bet,13850,24.31875,30.89041666666667,175.2
max_avg_bet,13900,24.30625,31.007916666666667,174.9
max_avg_bet,13950,24.275,30.875,175.3
max_avg_bet,14000,24.24375,30.81791666666667,175.0
max_avg_bet,14050,24.2,30.415833333333335,174.9
max_avg_bet,14100,24.1875,30.383333333333333,174.7
max_avg_bet,14150,24.1875,30.3325,174.4
max_avg_bet,14200,24.11875,30.351250000000004,173.8
max_avg_bet,14250,24.06875,30.350416666666668,173.4
max_avg_bet,14300,24.05,30.174166666666668,173.8
max_avg_bet,14350,24.04375,30.233750000000004,173.9
max_avg_bet,14400,24.01875,29.28125,173.1
max_avg_bet,14450,23.9875,28.663333333333334,172.7
max_avg_bet,14500,24.0,28.773333333333333,173.3
max_avg_bet,14550,24.05,29.3875,174.6
max_avg_bet,14600,24.1,29.34166666666667,175.5
max_avg_bet,14650,24.0875,29.318333333333328,175.6
max_avg_bet,14700,24.0625,29.73333333333333,175.1
max_avg_bet,14750,24.025,29.425000000000004,175.2
max_avg_bet,14800,24.0375,29.479166666666668,175.3
max_avg_bet,14850,24.0,29.444166666666668,175.0
max_avg_bet,14900,24.025,29.653333333333336,175.3
max_avg_bet,14950,23.9875,29.249166666666667,174.8
max_avg_bet,15000,24.05625,29.286250000000003,175.3
max_avg_bet,15050,24.08125,29.34708333333333,175.7
max_avg_bet,15100,24.0875,29.576666666666664,175.4
max_avg_bet,15150,24.125,29.169999999999998,175.0
max_avg_bet,15200,24.09375,29.239583333333332,174.9
max_avg_bet,15250,24.075,29.9475,174.4
max_avg_bet,15300,24.1125,30.019166666666667,175.0
max_avg_bet,15350,24.1125,29.799166666666668,175.1
max_avg_bet,15400,24.125,29.511666666666667,175.4
max_avg_bet,15450,24.075,29.70083333333334,175.3
max_avg_bet,15500,24.1375,29.856666666666662,175.8
max_avg_bet,15550,24.15,30.622499999999995,175.7
max_avg_bet,15600,24.1125,30.8875,175.4
max_avg_bet,15650,24.1125,30.96999999999999,175.3
max_avg_bet,15700,24.06875,31.50958333333333,175.6
max_avg_bet,15750,24.0375,31.055,175.7
max_avg_bet,15800,24.01875,31.55708333333333,175.8
max_avg_bet,15850,24.04375,31.837916666666665,176.2
max_avg_bet,15900,24.1,31.64666666666667,176.8
max_avg_bet,15950,24.1375,32.119166666666665,176.9
max_avg_bet,16000,24.08125,31.615416666666665,176.2
max_avg_bet,16050,24.05625,31.92291666666667,176.2
max_avg_bet,16100,24.03125,32.10041666666667,175.7
max_avg_bet,16150,24.0625,31.790000000000003,176.0
max_avg_bet,16200,24.025,32.00083333333333,175.6
max_avg_bet,16250,23.99375,32.09291666666667,176.8
max_avg_bet,16300,23.99375,32.482083333333335,177.2
max_avg_bet,16350,23.98125,32.89375,177.4
max_avg_bet,16400,24.01875,33.34958333333334,177.8
max_avg_bet,16450,23.98125,33.146249999999995,177.5
max_avg_bet,16500,23.98125,33.188750000000006,177.4
max_avg_bet,16550,24.00625,33.30958333333333,177.0
max_avg_bet,16600,23.99375,33.45375,176.4
max_avg_bet,16650,23.95625,33.176249999999996,176.0
max_avg_bet,16700,23.9,32.23583333333333,175.5
max_avg_bet,16750,23.875,32.097500000000004,174.6
max_avg_bet,16800,23.83125,31.539583333333336,174.0
max_avg_bet,16850,23.83125,32.00291666666667,173.8
max_avg_bet,16900,23.7875,32.15166666666666,173.5
max_avg_bet,16950,23.84375,32.76208333333334,173.9
max_avg_bet,17000,23.83125,33.02875,173.8
max_avg_bet,17050,23.86875,33.18625,174.6
max_avg_bet,17100,23.8875,33.6075,174.8
max_avg_bet,17150,23.875,33.76166666666667,174.6
max_avg_bet,17200,23.81875,33.65208333333333,174.1
max_avg_bet,17250,23.76875,34.201249999999995,173.9
max_avg_bet,17300,23.725,33.89083333333333,172.9
max_avg_bet,17350,23.69375,33.26208333333334,172.3
max_avg_bet,17400,23.6875,33.0625,171.2
max_avg_bet,17450,23.69375,32.875416666666666,171.0
max_avg_bet,17500,23.7125,33.063333333333325,171.8
max_avg_bet,17550,23.7625,33.144999999999996,172.3
max_avg_bet,17600,23.725,33.092499999999994,171.4
max_avg_bet,17650,23.66875,32.728750000000005,170.7
max_avg_bet,17700,23.63125,32.782916666666665,170.0
max_avg_bet,17750,23.5875,32.92,169.6
max_avg_bet,17800,23.58125,32.91291666666667,170.0
max_avg_bet,17850,23.6125,32.685,170.4
max_avg_bet,17900,23.61875,32.31791666666667,170.1
max_avg_bet,17950,23.625,32.733333333333334,170.4
max_avg_bet,18000,23.63125,32.55291666666666,170.5
max_avg_bet,18050,23.65,32.59833333333333,171.1
max_avg_bet,18100,23.64375,32.254583333333336,171.3
max_avg_bet,18150,23.65,31.850833333333334,171.0
max_avg_bet,18200,23.64375,30.93875,170.9
max_avg_bet,18250,23.6375,30.986666666666668,171.2
max_avg_bet,18300,23.5875,30.818333333333328,170.5
max_avg_bet,18350,23.58125,30.67208333333333,170.5
max_avg_bet,18400,23.54375,29.849583333333335,170.0
max_avg_bet,18450,23.5125,29.632500000000004,169.7
max_avg_bet,18500,23.53125,29.865416666666665,169.7
max_avg_bet,18550,23.5375,29.456666666666667,169.5
max_avg_bet,18600,23.55,29.69083333333333,169.9
max_avg_bet,18650,23.60625,30.07458333333333,170.6
max_avg_bet,18700,23.6,30.2175,170.9
max_avg_bet,18750,23.625,30.17166666666667,171.5
max_avg_bet,18800,23.7,30.500833333333333,173.0
max_avg_bet,18850,23.6375,29.49666666666667,172.2
max_avg_bet,18900,23.60625,29.662916666666668,172.3
max_avg_bet,18950,23.6125,29.748333333333335,171.8
max_avg_bet,19000,23.625,29.994999999999997,171.9
max_avg_bet,19050,23.56875,29.06375,171.3
max_avg_bet,19100,23.625,28.928333333333335,172.2
max_avg_bet,19150,23.625,28.509999999999998,171.8
max_avg_bet,19200,23.56875,28.55375,171.9
max_avg_bet,19250,23.58125,28.654583333333328,172.2
max_avg_bet,19300,23.625,29.389166666666664,172.5
max_avg_bet,19350,23.6875,29.72083333333333,173.1
max_avg_bet,19400,23.7125,30.121666666666663,173.6
max_avg_bet,19450,23.75,30.085833333333333,173.8
max_avg_bet,19500,23.775,30.42833333333333,174.2
max_avg_bet,19550,23.725,29.450833333333332,174.1
max_avg_bet,19600,23.7125,30.047500000000003,174.0
max_avg_bet,19650,23.71875,29.704583333333336,174.6
max_avg_bet,19700,23.725,29.164166666666667,174.8
max_avg_bet,19750,23.71875,29.517916666666668,174.6
max_avg_bet,19800,23.65625,29.796249999999997,174.4
max_avg_bet,19850,23.65625,29.37625,174.7
max_avg_bet,19900,23.625,29.333333333333332,174.5
max_avg_bet,19950,23.58125,28.917083333333334,174.0
max_avg_bet,20000,23.6,29.14083333333333,174.2
max_avg_clust,0,0.0,0.0,0.0
max_avg_clust,50,1.56875,0.6579166666666667,5.6
max_avg_clust,100,3.66875,1.5312499999999998,20.8
max_avg_clust,150,5.35625,1.6520833333333331,32.5
max_avg_clust,200,6.45625,1.4695833333333332,39.7
max_avg_clust,250,7.225,1.5508333333333333,43.6
max_avg_clust,300,7.88125,1.62625,48.3
max_avg_clust,350,8.5375,2.08,52.9
max_avg_clust,400,9.06875,2.087916666666666,56.4
max_avg_clust,450,9.55,2.3825000000000003,59.7
max_avg_clust,500,10.0375,2.5483333333333333,63.2
max_avg_clust,550,10.4875,2.8916666666666666,66.9
max_avg_clust,600,10.8875,3.1416666666666666,69.3
max_avg_clust,650,11.1875,3.4541666666666666,71.2
max_avg_clust,700,11.60625,4.059583333333334,73.8
max_avg_clust,750,11.91875,4.665416666666665,76.0
max_avg_clust,800,12.20625,4.712916666666667,77.9
max_avg_clust,850,12.3625,4.909166666666666,79.4
max_avg_clust,900,12.55,5.059166666666665,81.1
max_avg_clust,950,12.65,5.1,81.3
max_avg_clust,1000,12.80625,5.2595833333333335,82.8
max_avg_clust,1050,12.91875,5.56125,84.5
max_avg_clust,1100,13.05625,5.983750000000001,85.2
max_avg_clust,1150,13.175,6.3075,85.5
max_avg_clust,1200,13.25,6.336666666666667,85.4
max_avg_clust,1250,13.38125,6.415416666666667,86.5
max_avg_clust,1300,13.44375,6.41875,87.5
max_avg_clust,1350,13.50625,6.71125,88.1
max_avg_clust,1400,13.6125,6.913333333333332,89.2
max_avg_clust,1450,13.675,6.994166666666667,90.1
max_avg_clust,1500,13.78125,7.080416666666666,90.3
max_avg_clust,1550,13.86875,7.159583333333333,91.0
max_avg_clust,1600,13.925,7.234166666666667,91.8
max_avg_clust,1650,13.99375,7.559583333333333,92.2
max_avg_clust,1700,14.08125,7.822916666666666,92.8
max_avg_clust,1750,14.11875,7.681250000000001,92.7
max_avg_clust,1800,14.225,7.846666666666666,94.2
max_avg_clust,1850,14.26875,7.896249999999999,94.5
max_avg_clust,1900,14.36875,7.900416666666667,95.4
max_avg_clust,1950,14.4375,8.002500000000001,95.6
max_avg_clust,2000,14.5375,8.2825,96.8
max_avg_clust,2050,14.65625,8.43125,97.6
max_avg_clust,2100,14.7625,8.709999999999999,98.4
max_avg_clust,2150,14.83125,8.870416666666667,98.6
max_avg_clust,2200,14.90625,9.162916666666666,99.5
max_avg_clust,2250,15.08125,9.512916666666666,101.4
max_avg_clust,2300,15.28125,9.982916666666668,103.4
max_avg_clust,2350,15.3625,10.041666666666668,104.0
max_avg_clust,2400,15.46875,10.734583333333333,105.0
max_avg_clust,2450,15.55625,10.974583333333333,105.9
max_avg_clust,2500,15.625,11.182500000000001,106.4
max_avg_clust,2550,15.775,11.383333333333333,107.4
max_avg_clust,2600,15.84375,11.847083333333334,108.0
max_avg_clust,2650,15.9875,12.496666666666666,109.4
max_avg_clust,2700,16.05625,12.841249999999999,109.9
max_avg_clust,2750,16.20625,13.579583333333336,111.2
max_avg_clust,2800,16.31875,14.484583333333337,112.6
max_avg_clust,2850,16.4,14.589166666666667,113.8
max_avg_clust,2900,16.4875,14.720833333333335,114.4
max_avg_clust,2950,16.5625,14.910833333333334,114.5
max_avg_clust,3000,16.65625,15.26625,115.2
max_avg_clust,3050,16.7375,15.647500000000003,116.2
max_avg_clust,3100,16.84375,15.967916666666667,117.0
max_avg_clust,3150,16.93125,15.822083333333333,118.1
max_avg_clust,3200,17.0375,15.98333333333333,118.9
max_avg_clust,3250,17.15625,15.76625,119.8
max_avg_clust,3300,17.24375,16.11375,120.7
max_avg_clust,3350,17.3625,16.3675,121.8
max_avg_clust,3400,17.48125,16.918750000000003,123.4
max_avg_clust,3450,17.58125,16.669583333333332,123.9
max_avg_clust,3500,17.63125,16.662916666666668,124.7
max_avg_clust,3550,17.75625,16.861250000000002,125.7
max_avg_clust,3600,17.84375,17.515416666666663,126.5
max_avg_clust,3650,17.93125,17.82375,128.0
max_avg_clust,3700,18.01875,18.041249999999998,128.6
max_avg_clust,3750,18.09375,18.445416666666667,129.4
max_avg_clust,3800,18.1625,18.72083333333333,130.2
max_avg_clust,3850,18.24375,18.954583333333336,130.2
max_avg_clust,3900,18.30625,19.16625,130.9
max_avg_clust,3950,18.3625,19.3675,131.3
max_avg_clust,4000,18.45,20.244166666666665,131.7
max_avg_clust,4050,18.56875,20.87791666666667,133.0
max_avg_clust,4100,18.60625,21.05125,133.5
max_avg_clust,4150,18.66875,21.075416666666662,134.3
max_avg_clust,4200,18.71875,20.987916666666667,135.2
max_avg_clust,4250,18.7875,21.405833333333334,135.5
max_avg_clust,4300,18.85,21.455833333333334,135.9
max_avg_clust,4350,18.89375,21.61041666666667,136.8
max_avg_clust,4400,18.91875,21.32875,137.0
max_avg_clust,4450,19.03125,21.878750000000004,137.5
max_avg_clust,4500,19.03125,21.944583333333334,137.4
max_avg_clust,4550,19.0875,21.895833333333332,137.9
max_avg_clust,4600,19.10625,22.010416666666664,137.9
max_avg_clust,4650,19.15,22.159166666666668,139.0
max_avg_clust,4700,19.2125,22.113333333333333,139.1
max_avg_clust,4750,19.26875,22.42125,139.9
max_avg_clust,4800,19.325,22.829166666666666,140.6
max_avg_clust,4850,19.3875,23.553333333333335,141.1
max_avg_clust,4900,19.43125,23.80375,140.9
max_avg_clust,4950,19.49375,23.83625,141.9
max_avg_clust,5000,19.55625,23.779583333333335,142.5
max_avg_clust,5050,19.55625,23.82208333333333,142.3
max_avg_clust,5100,19.63125,23.75791666666667,143.3
max_avg_clust,5150,19.65625,23.422083333333333,143.4
max_avg_clust,5200,19.73125,24.022916666666667,144.3
max_avg_clust,5250,19.8,24.500833333333333,145.0
max_avg_clust,5300,19.81875,24.25875,145.4
max_avg_clust,5350,19.94375,24.812083333333334,147.6
max_avg_clust,5400,19.9625,24.813333333333333,148.2
max_avg_clust,5450,20.03125,25.05625,149.1
max_avg_clust,5500,20.09375,25.372083333333332,149.7
max_avg_clust,5550,20.16875,25.762083333333333,150.8
