it,GG_mean,DG_mean,DG_CL_mean,CL_mean,GG_avar,DG_avar,DG_CL_avar,CL_avar,simulation,network_size
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,24.0
3.125,0.009975859788360417,0.0854879842379625,0.12534226190474165,0.0,0.001623005697918478,0.02347916327333758,0.04970269905969159,0.0,4.5,24.0
6.25,0.03785197441446416,0.2801210067573959,0.30194385475634294,0.0027823623136120834,0.005032429135298526,0.04006631238482748,0.061395764075543834,0.0002296389080454554,4.5,24.0
9.375,0.08950902220112793,0.41271221433151667,0.4346493781666655,0.007318410380975834,0.009829512919086465,0.03120210299150123,0.05243884170203643,0.00047736637987018697,4.5,24.0
12.5,0.1471377136365196,0.5114794316372916,0.5271431336945114,0.011314551144281667,0.013239693950146906,0.024955450791671774,0.039316292337235714,0.0007401685383577129,4.5,24.0
15.625,0.20000536255907542,0.5866425094680917,0.5941546280363376,0.01412216074295542,0.013592761342287762,0.01667509471022464,0.032230807440784576,0.0008702983821491175,4.5,24.0
18.75,0.24278440901434126,0.6410798211952875,0.6431207490798291,0.015473540666706665,0.012976326700828595,0.011998852297330376,0.026386606955951776,0.001037549318035466,4.5,24.0
21.875,0.2721512210439133,0.6792087098307751,0.6786354402079792,0.01872416960662625,0.012834495533316934,0.00984587357971311,0.021237759137301193,0.001310598863824681,4.5,24.0
25.0,0.29900803956824584,0.7095479248787958,0.7089385609397832,0.020067955331427502,0.0131751741159373,0.007644760835401716,0.017164702770667683,0.0013374894785726738,4.5,24.0
28.125,0.32430328959255833,0.734929212959725,0.7340336724019959,0.021899882200252917,0.012311574134733227,0.005831390742579557,0.014164803776203872,0.0016399833322518803,4.5,24.0
31.25,0.34279458711952493,0.7534813540079166,0.751773658331025,0.023260207544657508,0.011889890943488862,0.004830735371173127,0.012397785488552138,0.0017991322248474798,4.5,24.0
34.375,0.36699075895422834,0.7721659456119042,0.7698485179797291,0.025679814632133757,0.011693292197040735,0.004083815083040339,0.010740983996863265,0.0020756831965584597,4.5,24.0
37.5,0.38382506130647914,0.7870265796385167,0.7849091901327,0.02754210563058875,0.01062093568337503,0.003483341185311067,0.009459382978794307,0.0021503058338560666,4.5,24.0
40.625,0.3979145441211334,0.7996585212254333,0.79714201560625,0.03013236409527375,0.010731753858317795,0.0028883811825597427,0.008424229275091486,0.002365242135964284,4.5,24.0
43.75,0.4134561524835375,0.8106511372082416,0.8076267268403667,0.03329234257343751,0.010786145736888205,0.0025547332630134075,0.007661393039383678,0.002842631355582787,4.5,24.0
46.875,0.42571680560150416,0.8206261757055542,0.8188900072178875,0.036351166541725,0.010927144396622821,0.0022880344165100734,0.006714632551788805,0.003200677306180847,4.5,24.0
50.0,0.43446381848141247,0.8294319466238044,0.8272469373645791,0.03978403755868708,0.009923824786246946,0.0019376794606907068,0.005967494325680764,0.003720277939895214,4.5,24.0
53.125,0.44452101951001666,0.8377527283200583,0.8358598690152916,0.04172222222222417,0.009728887087207276,0.0016304845844981174,0.005273711136999259,0.0036799677938815856,4.5,24.0
56.25,0.4494103750192167,0.8454083870797081,0.8436613149401128,0.04433333333333667,0.009078384360190631,0.0014381782758725562,0.004905844185021492,0.003990789049920796,4.5,24.0
59.375,0.4625156739170417,0.8529859776087042,0.8504390602418292,0.045722222222224586,0.010260051489895543,0.001401093237214345,0.004553886169097299,0.004061223832529422,4.5,24.0
62.5,0.4703141794761542,0.8604160471729501,0.8573911996267043,0.0483333333333325,0.009958889710470532,0.0013758258201350911,0.004122595972119864,0.004273945249595631,4.5,24.0
65.625,0.48047501081825017,0.8695829178583917,0.8647754880875544,0.049833333333338746,0.010180517385191146,0.00144941149928545,0.003919338038174456,0.004208599033816849,4.5,24.0
68.75,0.49308809190556246,0.879245650917075,0.8723870629838165,0.05188888888888584,0.01041090065095569,0.001604031419165397,0.0035896382308906057,0.004214943639288824,4.5,24.0
71.875,0.504193627177475,0.8918794243663208,0.8822942755945669,0.05205555555555541,0.010904882131191136,0.001896216258580707,0.0033168428122683823,0.004079903381641144,4.5,24.0
75.0,0.5195124528233874,0.9066197093216042,0.8949466158484501,0.05205555555555833,0.011135538524456558,0.0019137860662813374,0.0031360857745976974,0.004060901771336838,4.5,24.0
78.125,0.5335080245982917,0.9181873086146458,0.9075838791078998,0.05316666666667166,0.011489500505278406,0.001703912629754134,0.002972865218223011,0.004071529790661528,4.5,24.0
81.25,0.55064869691215,0.9309291862436876,0.9185793368348751,0.0536111111111125,0.01191469897000855,0.0014262834890513278,0.0026127024372627045,0.0038918196457306833,4.5,24.0
84.375,0.5648900742000958,0.9389448021024291,0.9298213480829707,0.054444444444444164,0.01217659228382362,0.001206477030784098,0.0021947018518234922,0.004015265700481944,4.5,24.0
87.5,0.5752902230047667,0.94572285001375,0.9401255951899541,0.05511111111110917,0.011812863787559986,0.001000669958239857,0.0017435534048349708,0.00419529790659978,4.5,24.0
90.625,0.5864543946931792,0.9516757877280414,0.9483047377593709,0.05505555555556291,0.011799105647043404,0.0006943550543477005,0.0014314268909695004,0.00423784219001798,4.5,24.0
93.75,0.5976231884057959,0.9571328502415748,0.9541301125068792,0.05605555555555791,0.011640554505358558,0.0005349058321079619,0.001139566254808111,0.004160483091786708,4.5,24.0
96.875,0.6033633633633416,0.9612725225225413,0.9580271521521707,0.056277777777787905,0.011292853417460433,0.000392054328123487,0.0009814060651281776,0.003963896940420983,4.5,24.0
