Iteration,DG_CLA_mean,DG_CLA_var,CSA_mean,CSA_var,CLA_mean,CLA_var,DSA_mean,DSA_var
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.08639880952378749,0.03696250472409955,0.00214285714285625,0.00035374149659840826,0.00167410714285625,0.00021032631802697074,0.09107142857141874,0.01756814058955989
100,0.2336710511710256,0.04133025266374108,0.023402314060212502,0.0018859935562177523,0.01825470727028438,0.0016202059426992212,0.3247206092518,0.027512218089356118
150,0.32851435275673313,0.030097658823956607,0.06316374608453061,0.003388634199591393,0.03596534647351938,0.0026294183479381155,0.5032166685223561,0.01516575865955118
200,0.3951219159965613,0.025795767141138137,0.09405786411106436,0.0033956431313272328,0.05444522916952625,0.002829203505930947,0.6005269774600688,0.010470326671508991
250,0.44437572920511936,0.020716254659137703,0.1317409518492794,0.004589601613035836,0.07733264325425188,0.003126862047788445,0.6691023074949125,0.0066983930849604184
300,0.482482422239925,0.01796874113041913,0.16586810117562373,0.004776137379703381,0.09673101444744313,0.002866127062764489,0.71797401930215,0.004880102074256954
350,0.5170059985508437,0.015041915094040115,0.19584833396853188,0.005523592677308371,0.11860984799110065,0.003000387215459549,0.7548513741271999,0.0038383572485128185
400,0.5411029797974938,0.013238468153936894,0.23375357686831935,0.006191330028276152,0.13908436630316626,0.0034841630510467217,0.7828026182136499,0.002617788298010145
450,0.5582895399232063,0.012014593357181271,0.278726277323575,0.007527975609055973,0.15998927167143748,0.003674925832324077,0.8059375892812001,0.0023302007450749325
500,0.580285281915075,0.010857885614876838,0.3256107526073938,0.007678897695365042,0.19195348238932874,0.004094659073572521,0.8297056110929999,0.002849445573002759
550,0.5932641321795,0.010245522612416605,0.36766071428571256,0.008782418367347366,0.21465051020408127,0.004567780994030277,0.8620574736981874,0.0038076444387547905
600,0.6095599626882937,0.009001611950093582,0.40399999999999997,0.008220333333333326,0.234375,0.004052500000000002,0.8942958787902751,0.004148828229310364
650,0.6212820815563688,0.008775150325297338,0.4345,0.008306333333333341,0.252375,0.0043565000000000045,0.9205062852070874,0.003717905306766589
700,0.6351428994462437,0.008916649544869652,0.4565,0.00853566666666666,0.27137500000000003,0.005123833333333337,0.9446823339957124,0.00248846784293768
750,0.6533809621053562,0.009201780007235715,0.479375,0.008322500000000014,0.285125,0.005890166666666665,0.9613780824829936,0.0015892636376188562
800,0.6680553798400313,0.008744667211394023,0.5033749999999999,0.0073238333333333515,0.29875,0.0063969999999999964,0.970828125,0.0009363098958333656
850,0.6891388781211688,0.009235912280722484,0.5275,0.005960666666666651,0.3095,0.005618333333333339,0.976625,0.0006901666666666273
900,0.7038238305149687,0.00903663797365482,0.54025,0.005805333333333369,0.32025000000000003,0.005359999999999999,0.97875,0.0005136666666666538
950,0.7200880891966499,0.009633363068553549,0.5563750000000001,0.006358499999999989,0.3280000000000001,0.00547066666666666,0.9815,0.0004903333333333394
1000,0.7313899985526124,0.009530172147413474,0.568625,0.005656833333333306,0.34075,0.00661633333333333,0.98375,0.00046033333333331445
1050,0.7439513180272063,0.010182740584074135,0.5800000000000001,0.006344999999999997,0.35075,0.00765766666666667,0.982875,0.0005045000000000262
1100,0.754,0.010076666666666708,0.594125,0.006966499999999988,0.3576250000000001,0.006671166666666661,0.98225,0.0006226666666666723
1150,0.7606250000000001,0.010372500000000005,0.607875,0.006409500000000007,0.3715000000000001,0.0071286666666666625,0.982,0.0006753333333333108
1200,0.760625,0.010916833333333287,0.6120000000000001,0.006758666666666695,0.3765,0.006309666666666665,0.98075,0.000824999999999984
1250,0.765375,0.010923833333333329,0.625125,0.007137833333333344,0.385375,0.005895166666666665,0.9804999999999998,0.0008623333333333724
1300,0.7693749999999999,0.011020166666666662,0.634625,0.007607166666666701,0.3930000000000001,0.006880666666666655,0.97825,0.000939000000000026
1350,0.7703749999999999,0.011065499999999995,0.64275,0.007668333333333344,0.400375,0.0063491666666666705,0.9763749999999998,0.0010205000000000194
1400,0.772375,0.0114238333333333,0.647875,0.007405166666666705,0.4043749999999999,0.00597583333333335,0.975125,0.0010591666666666794
1450,0.7733749999999999,0.011974166666666631,0.643375,0.0066248333333333844,0.40399999999999997,0.006130666666666667,0.97375,0.0010170000000000693
1500,0.7745000000000001,0.011848333333333313,0.6505000000000001,0.005697999999999984,0.4005,0.006690333333333349,0.973625,0.0010321666666666712
1550,0.7771250000000001,0.012050833333333295,0.6519999999999999,0.006217333333333339,0.403125,0.00702150000000001,0.973,0.0010430000000000443
1600,0.7778750000000001,0.012768833333333316,0.6535,0.006039666666666701,0.4098750000000001,0.007199500000000003,0.972875,0.0010558333333333062
1650,0.777875,0.012943166666666624,0.65675,0.006636000000000029,0.409375,0.00743916666666667,0.972125,0.001099166666666657
1700,0.7786250000000001,0.01343149999999998,0.65175,0.006288000000000006,0.41025,0.006724333333333332,0.9715,0.0011246666666667102
1750,0.77725,0.01402533333333332,0.650625,0.0061765000000000535,0.411125,0.007851166666666676,0.971375,0.0011695000000000154
1800,0.778,0.013918999999999949,0.656125,0.005980166666666674,0.4135,0.007409666666666682,0.972625,0.001123833333333361
1850,0.780875,0.013705166666666598,0.6605000000000001,0.006108999999999997,0.418125,0.007624833333333339,0.972,0.0011533333333333573
1900,0.781375,0.014219499999999968,0.662,0.006080666666666666,0.421375,0.008228500000000015,0.9735,0.0010440000000000065
1950,0.7848749999999999,0.014259500000000015,0.6601250000000001,0.005525833333333376,0.41875,0.007568333333333325,0.97425,0.001005333333333359
